chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
21,SIGHT,eye,"There was stretched Sarah Reed’s once robust and active frame, rigid and still: her eye of flint was covered with its cold lid; her brow and strong traits wore yet the impress of her inexorable soul.",46762,46962
21,TOUCH,cold,"There was stretched Sarah Reed’s once robust and active frame, rigid and still: her eye of flint was covered with its cold lid; her brow and strong traits wore yet the impress of her inexorable soul.",46762,46962
22,SIGHT,look,"She wished me to look after the house, to see callers, and answer notes of condolence.",1691,1779
22,SIGHT,see,"She wished me to look after the house, to see callers, and answer notes of condolence.",1691,1779
22,SIGHT,note,"She wished me to look after the house, to see callers, and answer notes of condolence.",1691,1779
22,SOUND,note,"She wished me to look after the house, to see callers, and answer notes of condolence.",1691,1779
22,SIGHT,look,"I had known what it was to come back to Gateshead when a child after a long walk, to be scolded for looking cold or gloomy; and later, what it was to come back from church to Lowood, to long for a plenteous meal and a good fire, and to be unable to get either.",3611,3871
22,TOUCH,cold,"I had known what it was to come back to Gateshead when a child after a long walk, to be scolded for looking cold or gloomy; and later, what it was to come back from church to Lowood, to long for a plenteous meal and a good fire, and to be unable to get either.",3611,3871
22,SIGHT,see,"During the first twelve hours I thought of Mrs. Reed in her last moments; I saw her disfigured and discoloured face, and heard her strangely altered voice.",4187,4342
22,SOUND,hear,"During the first twelve hours I thought of Mrs. Reed in her last moments; I saw her disfigured and discoloured face, and heard her strangely altered voice.",4187,4342
22,SOUND,voice,"During the first twelve hours I thought of Mrs. Reed in her last moments; I saw her disfigured and discoloured face, and heard her strangely altered voice.",4187,4342
22,SMELL,vapour,"The west, too, was warm: no watery gleam chilled it—it seemed as if there was a fire lit, an altar burning behind its screen of marbled vapour, and out of apertures shone a golden redness.",6649,6839
22,TOUCH,chill,"The west, too, was warm: no watery gleam chilled it—it seemed as if there was a fire lit, an altar burning behind its screen of marbled vapour, and out of apertures shone a golden redness.",6649,6839
22,SIGHT,look,"I felt glad as the road shortened before me: so glad that I stopped once to ask myself what that joy meant: and to remind reason that it was not to my home I was going, or to a permanent resting-place, or to a place where fond friends looked out for me and waited my arrival.",6839,7115
22,TOUCH,feel,"I felt glad as the road shortened before me: so glad that I stopped once to ask myself what that joy meant: and to remind reason that it was not to my home I was going, or to a permanent resting-place, or to a place where fond friends looked out for me and waited my arrival.",6839,7115
22,SIGHT,see,"I did not think I should tremble in this way when I saw him, or lose my voice or the power of motion in his presence.",8494,8611
22,SOUND,voice,"I did not think I should tremble in this way when I saw him, or lose my voice or the power of motion in his presence.",8494,8611
22,TOUCH,tremble,"I did not think I should tremble in this way when I saw him, or lose my voice or the power of motion in his presence.",8494,8611
22,SIGHT,see,"If I dared, I’d touch you, to see if you are substance or shadow, you elf!—but I’d as soon offer to take hold of a blue _ignis fatuus_ light in a marsh.",9855,10007
22,SIGHT,shadow,"If I dared, I’d touch you, to see if you are substance or shadow, you elf!—but I’d as soon offer to take hold of a blue _ignis fatuus_ light in a marsh.",9855,10007
22,SIGHT,light,"If I dared, I’d touch you, to see if you are substance or shadow, you elf!—but I’d as soon offer to take hold of a blue _ignis fatuus_ light in a marsh.",9855,10007
22,TOUCH,touch,"If I dared, I’d touch you, to see if you are substance or shadow, you elf!—but I’d as soon offer to take hold of a blue _ignis fatuus_ light in a marsh.",9855,10007
22,TOUCH,hold,"If I dared, I’d touch you, to see if you are substance or shadow, you elf!—but I’d as soon offer to take hold of a blue _ignis fatuus_ light in a marsh.",9855,10007
22,SIGHT,eye,I that evening shut my eyes resolutely against the future: I stopped my ears against the voice that kept warning me of near separation and coming grief.,12956,13108
22,SOUND,voice,I that evening shut my eyes resolutely against the future: I stopped my ears against the voice that kept warning me of near separation and coming grief.,12956,13108
23,SIGHT,see,"I walked a while on the pavement; but a subtle, well-known scent—that of a cigar—stole from some window; I saw the library casement open a handbreadth; I knew I might be watched thence; so I went apart into the orchard.",1309,1528
23,SIGHT,watch,"I walked a while on the pavement; but a subtle, well-known scent—that of a cigar—stole from some window; I saw the library casement open a handbreadth; I knew I might be watched thence; so I went apart into the orchard.",1309,1528
23,SMELL,scent,"I walked a while on the pavement; but a subtle, well-known scent—that of a cigar—stole from some window; I saw the library casement open a handbreadth; I knew I might be watched thence; so I went apart into the orchard.",1309,1528
23,SIGHT,light,"While such honey-dew fell, such silence reigned, such gloaming gathered, I felt as if I could haunt such shade for ever; but in threading the flower and fruit parterres at the upper part of the enclosure, enticed there by the light the now rising moon cast on this more open quarter, my step is stayed—not by sound, not by sight, but once more by a warning fragrance.",1985,2354
23,SOUND,sound,"While such honey-dew fell, such silence reigned, such gloaming gathered, I felt as if I could haunt such shade for ever; but in threading the flower and fruit parterres at the upper part of the enclosure, enticed there by the light the now rising moon cast on this more open quarter, my step is stayed—not by sound, not by sight, but once more by a warning fragrance.",1985,2354
23,SIGHT,sight,"While such honey-dew fell, such silence reigned, such gloaming gathered, I felt as if I could haunt such shade for ever; but in threading the flower and fruit parterres at the upper part of the enclosure, enticed there by the light the now rising moon cast on this more open quarter, my step is stayed—not by sound, not by sight, but once more by a warning fragrance.",1985,2354
23,SMELL,fragrance,"While such honey-dew fell, such silence reigned, such gloaming gathered, I felt as if I could haunt such shade for ever; but in threading the flower and fruit parterres at the upper part of the enclosure, enticed there by the light the now rising moon cast on this more open quarter, my step is stayed—not by sound, not by sight, but once more by a warning fragrance.",1985,2354
23,TOUCH,feel,"While such honey-dew fell, such silence reigned, such gloaming gathered, I felt as if I could haunt such shade for ever; but in threading the flower and fruit parterres at the upper part of the enclosure, enticed there by the light the now rising moon cast on this more open quarter, my step is stayed—not by sound, not by sight, but once more by a warning fragrance.",1985,2354
23,SIGHT,look,I look round and I listen.,2565,2591
23,SOUND,listen,I look round and I listen.,2565,2591
